11555051,2025-06-14,16:11,0,PUNTUALE
21555044,2025-06-14,16:13,0,PUNTUALE
10555051,2025-06-14,16:15,0,PUNTUALE
20555041,2025-06-14,16:20,0,PUNTUALE
30555036,2025-06-14,16:20,0,PUNTUALE
21555041,2025-06-14,16:20,74,PUNTUALE
11555058,2025-06-14,16:24,0,PUNTUALE
10555058,2025-06-14,16:24,0,PUNTUALE
30555035,2025-06-14,16:25,0,PUNTUALE
11555053,2025-06-14,16:40,0,PUNTUALE
10555053,2025-06-14,16:40,0,PUNTUALE
20555046,2025-06-14,16:43,0,PUNTUALE
21555046,2025-06-14,16:43,0,PUNTUALE
11555060,2025-06-14,16:54,0,PUNTUALE
10555060,2025-06-14,16:54,0,PUNTUALE
20555043,2025-06-14,16:55,0,PUNTUALE
21555043,2025-06-14,16:55,8,PUNTUALE
30555038,2025-06-14,17:00,0,PUNTUALE
30555037,2025-06-14,17:01,0,PUNTUALE
20555048,2025-06-14,17:16,0,PUNTUALE
21555048,2025-06-14,17:16,-62,PUNTUALE
11555055,2025-06-14,17:20,0,PUNTUALE
10555055,2025-06-14,17:20,0,PUNTUALE
11555062,2025-06-14,17:24,0,PUNTUALE
10555062,2025-06-14,17:24,0,PUNTUALE
20555045,2025-06-14,17:25,0,PUNTUALE
21555045,2025-06-14,17:25,0,PUNTUALE
30555040,2025-06-14,17:36,0,PUNTUALE
30555039,2025-06-14,17:42,0,PUNTUALE
11555057,2025-06-14,17:42,0,PUNTUALE
10555057,2025-06-14,17:42,0,PUNTUALE
20555050,2025-06-14,17:51,0,PUNTUALE
21555050,2025-06-14,17:51,-61,PUNTUALE
11555064,2025-06-14,17:53,0,PUNTUALE
10555064,2025-06-14,17:53,0,PUNTUALE
21555047,2025-06-14,18:10,-44,PUNTUALE
20555047,2025-06-14,18:10,0,PUNTUALE
11555059,2025-06-14,18:10,0,PUNTUALE
10555059,2025-06-14,18:10,0,PUNTUALE
30555042,2025-06-14,18:12,0,PUNTUALE
30555041,2025-06-14,18:19,0,PUNTUALE
11555066,2025-06-14,18:22,0,PUNTUALE
10555066,2025-06-14,18:22,0,PUNTUALE
20555052,2025-06-14,18:28,0,PUNTUALE
21555052,2025-06-14,18:28,0,PUNTUALE
20555049,2025-06-14,18:35,0,PUNTUALE
11555061,2025-06-14,18:35,0,PUNTUALE
10555061,2025-06-14,18:35,0,PUNTUALE
21555049,2025-06-14,18:35,-51,PUNTUALE
11555068,2025-06-14,18:42,0,PUNTUALE
10555068,2025-06-14,18:42,0,PUNTUALE
30555044,2025-06-14,18:48,0,PUNTUALE
30555043,2025-06-14,18:50,0,PUNTUALE
11555063,2025-06-14,18:55,0,PUNTUALE
10555063,2025-06-14,18:55,0,PUNTUALE
20555054,2025-06-14,19:06,0,PUNTUALE
21555054,2025-06-14,19:06,-113,PUNTUALE
11555070,2025-06-14,19:07,0,PUNTUALE
10555070,2025-06-14,19:07,0,PUNTUALE
20555051,2025-06-14,19:10,0,PUNTUALE
21555051,2025-06-14,19:10,0,PUNTUALE
30555046,2025-06-14,19:24,0,PUNTUALE
11555072,2025-06-14,19:27,0,PUNTUALE
10555072,2025-06-14,19:27,0,PUNTUALE
30555019,2025-06-15,11:24,352,RITARDATO
20555023,2025-06-15,11:36,0,PUNTUALE
21555023,2025-06-15,11:36,0,PUNTUALE
11555031,2025-06-15,11:44,0,PUNTUALE
10555031,2025-06-15,11:44,0,PUNTUALE
30555022,2025-06-15,11:45,0,PUNTUALE
10555038,2025-06-15,11:49,0,PUNTUALE
30555021,2025-06-15,12:00,-162,PUNTUALE
20555028,2025-06-15,12:01,0,PUNTUALE
21555028,2025-06-15,12:01,0,PUNTUALE
11555033,2025-06-15,12:08,0,PUNTUALE
10555033,2025-06-15,12:08,0,PUNTUALE
20555025,2025-06-15,12:09,0,PUNTUALE
21555025,2025-06-15,12:09,0,PUNTUALE
