1#1358-11,2025-06-14,15:49:56,0,PUNTUALE
0#5291-11,2025-06-14,15:49:22,0,PUNTUALE
0#1303-11,2025-06-14,15:49:56,0,PUNTUALE
0#1306-11,2025-06-14,16:06:56,0,PUNTUALE
0#5292-11,2025-06-14,16:06:22,0,PUNTUALE
1#1361-11,2025-06-14,16:06:56,0,PUNTUALE
1#1357-12,2025-06-14,16:10:30,0,PUNTUALE
0#1302-12,2025-06-14,16:10:30,0,PUNTUALE
1#1362-11,2025-06-14,16:23:56,0,PUNTUALE
0#1308-11,2025-06-14,16:23:56,0,PUNTUALE
0#5293-11,2025-06-14,16:23:56,0,PUNTUALE
1#1359-13,2025-06-14,16:35:54,0,PUNTUALE
0#1307-13,2025-06-14,16:35:54,0,PUNTUALE
1#1365-5,2025-06-14,16:40:56,0,PUNTUALE
0#1310-5,2025-06-14,16:40:56,0,PUNTUALE
0#5294-5,2025-06-14,16:40:56,0,PUNTUALE
0#1305-13,2025-06-14,16:40:54,0,PUNTUALE
1#1360-13,2025-06-14,16:40:54,0,PUNTUALE
1#1367-9,2025-06-14,16:57:44,0,PUNTUALE
0#1312-9,2025-06-14,16:57:44,0,PUNTUALE
0#5295-9,2025-06-14,16:57:44,0,PUNTUALE
1#1363-2,2025-06-14,16:58:42,0,PUNTUALE
0#1309-2,2025-06-14,16:58:42,0,PUNTUALE
0#1306-13,2025-06-14,18:38:08,0,NO_DATA
21314060,2025-06-14,16:24:50,0,NO_DATA
10314076,2025-06-14,16:36,0,PUNTUALE
11314066,2025-06-14,16:37:50,0,PUNTUALE
30314046,2025-06-14,16:37:50,0,PUNTUALE
20314064,2025-06-14,16:42:50,0,PUNTUALE
21314062,2025-06-14,16:46:50,0,PUNTUALE
10314078,2025-06-14,16:54,0,PUNTUALE
11314068,2025-06-14,16:58:50,0,PUNTUALE
20314066,2025-06-14,17:02:50,0,PUNTUALE
30314048,2025-06-14,17:02:50,0,PUNTUALE
21314064,2025-06-14,17:08:50,0,PUNTUALE
10314080,2025-06-14,17:12,0,PUNTUALE
11314070,2025-06-14,17:19:50,0,PUNTUALE
20314068,2025-06-14,17:25,0,PUNTUALE
10314082,2025-06-14,17:30,0,PUNTUALE
30314050,2025-06-14,17:27:50,0,PUNTUALE
21314066,2025-06-14,17:33,0,PUNTUALE
0#5297-5,2025-06-14,09:38:48,0,NO_DATA
0#1295-17,2025-06-14,19:39:30,0,NO_DATA
11314072,2025-06-14,17:39:50,0,PUNTUALE
20314070,2025-06-14,17:45,0,PUNTUALE
0#5297-11,2025-06-14,17:14:44,0,PUNTUALE
0#1315-11,2025-06-14,17:14:44,0,PUNTUALE
1#1369-11,2025-06-14,17:14:44,0,PUNTUALE
1#1350-15,2025-06-14,17:17:18,0,PUNTUALE
0#1295-15,2025-06-14,17:17:18,0,PUNTUALE
1#1364-12,2025-06-14,17:20:42,0,PUNTUALE
0#1311-12,2025-06-14,17:20:42,0,PUNTUALE
0#1303-17,2025-06-14,23:02:28,0,NO_DATA
10314084,2025-06-14,17:49,0,PUNTUALE
21314068,2025-06-14,17:55,0,PUNTUALE
30314052,2025-06-14,17:52:50,0,PUNTUALE
11314074,2025-06-14,17:59:50,0,PUNTUALE
20314072,2025-06-14,18:05,0,PUNTUALE
0#1298-11,2025-06-14,17:31:44,0,PUNTUALE
1#1352-11,2025-06-14,17:31:44,0,PUNTUALE
0#5289-11,2025-06-14,17:31:44,0,PUNTUALE
10314086,2025-06-14,18:07,0,PUNTUALE
1#1348-14,2025-06-14,17:42:42,0,PUNTUALE
0#1296-14,2025-06-14,17:42:42,0,PUNTUALE
0#1294-13,2025-06-14,17:49:44,0,PUNTUALE
0#5287-13,2025-06-14,17:49:44,0,PUNTUALE
1#1349-13,2025-06-14,17:49:44,0,PUNTUALE
21314070,2025-06-14,18:17,154,RITARDATO
30314054,2025-06-14,18:17:50,0,PUNTUALE
11314076,2025-06-14,18:19:50,0,PUNTUALE
10314088,2025-06-14,18:25,0,PUNTUALE
20314074,2025-06-14,18:25,0,PUNTUALE
1#1355-3,2025-06-14,17:52:06,0,PUNTUALE
0#1301-3,2025-06-14,17:52:06,0,PUNTUALE
21314072,2025-06-14,18:39,-131,ANTICIPO
0#5290-12,2025-06-14,18:05:44,0,PUNTUALE
0#5286-12,2025-06-14,18:05:44,0,PUNTUALE
1#1353-12,2025-06-14,18:05:44,0,PUNTUALE
0#1300-13,2025-06-14,18:04:42,0,PUNTUALE
1#1354-13,2025-06-14,18:04:42,0,PUNTUALE
10314090,2025-06-14,18:43,0,PUNTUALE
11314078,2025-06-14,18:37:50,0,PUNTUALE
20314076,2025-06-14,18:45,0,PUNTUALE
30314056,2025-06-14,18:47:50,0,PUNTUALE
1#1358-13,2025-06-14,18:21:20,0,PUNTUALE
0#5291-13,2025-06-14,18:21:20,0,PUNTUALE
0#1303-13,2025-06-14,18:21:20,0,PUNTUALE
0#1296-10,2025-06-14,13:15:18,0,NO_DATA
21314074,2025-06-14,18:58:50,0,PUNTUALE
10314092,2025-06-14,18:58:50,0,PUNTUALE
1#1357-14,2025-06-14,18:26:42,0,PUNTUALE
0#1302-14,2025-06-14,18:26:42,0,PUNTUALE
